1.000000,0.000000,0.000000
0.999999,0.001257,0.000100
0.999997,0.002514,0.000200
0.999993,0.003770,0.000300
0.999987,0.005027,0.000400
0.999980,0.006284,0.000500
0.999972,0.007541,0.000600
0.999961,0.008797,0.000700
0.999949,0.010054,0.000800
0.999936,0.011311,0.000900
0.999921,0.012567,0.001000
0.999904,0.013824,0.001100
0.999886,0.015081,0.001200
0.999867,0.016337,0.001300
0.999845,0.017594,0.001400
0.999822,0.018850,0.001500
0.999798,0.020107,0.001600
0.999772,0.021363,0.001700
0.999744,0.022620,0.001800
0.999715,0.023876,0.001900
0.999684,0.025133,0.002000
0.999652,0.026389,0.002100
0.999618,0.027645,0.002200
0.999582,0.028902,0.002300
0.999545,0.030158,0.002400
0.999506,0.031414,0.002500
0.999466,0.032670,0.002600
0.999424,0.033926,0.002700
0.999381,0.035182,0.002800
0.999336,0.036438,0.002900
0.999289,0.037694,0.003000
0.999241,0.038950,0.003100
0.999191,0.040206,0.003200
0.999140,0.041461,0.003300
0.999087,0.042717,0.003400
0.999033,0.043973,0.003500
0.998977,0.045228,0.003600
0.998919,0.046483,0.003700
0.998860,0.047739,0.003800
0.998799,0.048994,0.003900
0.998737,0.050249,0.004000
0.998673,0.051504,0.004100
0.998607,0.052760,0.004200
0.998540,0.054014,0.004300
0.998471,0.055269,0.004400
0.998401,0.056524,0.004500
0.998329,0.057779,0.004600
0.998256,0.059034,0.004700
0.998181,0.060288,0.004800
0.998104,0.061542,0.004900
0.998026,0.062797,0.005001
0.997947,0.064051,0.005101
0.997865,0.065305,0.005201
0.997782,0.066559,0.005301
0.997698,0.067813,0.005401
0.997612,0.069067,0.005501
0.997524,0.070321,0.005601
0.997435,0.071574,0.005701
0.997345,0.072828,0.005801
0.997252,0.074081,0.005901
0.997158,0.075334,0.006001
0.997063,0.076587,0.006101
0.996966,0.077840,0.006201
0.996867,0.079093,0.006301
0.996767,0.080346,0.006401
0.996665,0.081599,0.006501
0.996562,0.082851,0.006601
0.996457,0.084104,0.006701
0.996351,0.085356,0.006801
0.996242,0.086608,0.006901
0.996133,0.087860,0.007001
0.996022,0.089112,0.007101
0.995909,0.090363,0.007201
0.995794,0.091615,0.007301
0.995679,0.092866,0.007401
0.995561,0.094118,0.007501
0.995442,0.095369,0.007601
0.995321,0.096620,0.007701
0.995199,0.097871,0.007801
0.995075,0.099121,0.007901
0.994950,0.100372,0.008001
0.994823,0.101622,0.008101
0.994695,0.102872,0.008201
0.994565,0.104122,0.008301
0.994433,0.105372,0.008401
0.994300,0.106622,0.008501
0.994165,0.107871,0.008601
0.994029,0.109121,0.008701
0.993891,0.110370,0.008801
0.993751,0.111619,0.008901
0.993610,0.112868,0.009001
0.993467,0.114116,0.009101
0.993323,0.115365,0.009201
0.993177,0.116613,0.009301
0.993030,0.117861,0.009401
0.992881,0.119109,0.009501
0.992731,0.120357,0.009601
0.992579,0.121604,0.009701
0.992425,0.122852,0.009801
0.992270,0.124099,0.009901
0.992113,0.125346,0.010001
0.991955,0.126592,0.010101
0.991795,0.127839,0.010201
0.991633,0.129085,0.010301
0.991470,0.130332,0.010401
0.991306,0.131577,0.010501
0.991140,0.132823,0.010601
0.990972,0.134069,0.010701
0.990803,0.135314,0.010801
0.990632,0.136559,0.010901
0.990460,0.137804,0.011001
0.990286,0.139049,0.011101
0.990110,0.140293,0.011201
0.989933,0.141537,0.011301
0.989754,0.142781,0.011401
